,title,revenue
1466,The Egyptian,11398798.16068083
1467,Secret Things,510055.5835139031
1468,Hardcore Henry,7525931.069030626
1469,Zack and Miri Make a Porno,25038294.433724217
1470,Ghost,268626.96106220275
1471,Entrapment,97406841.43381052
1472,Black Sea,1579770.9862169554
1473,Evil Under the Sun,2934765.9935797676
1474,An Awfully Big Adventure,2234699.276989961
1475,Jimmy Carter Man from Plains,26079.57359799202
1476,Under the Tuscan Sun,33692995.88934305
1477,Lovey-Dovey 2,2619999.954538127
1478,White Girl,377583.51372348366
1479,The English Patient,73809450.70061612
1480,Another Gay Movie,6927705.733614064
1481,Wholly Moses,2855317.3180874446
1482,Peeping Tom,1547515.254525856
1483,Water,443573.159458235
1484,Friday After Next,41020011.277172506
1485,Dragon Ball Z: Resurrection 'F',11312550.153926216
1486,Wet Hot American Summer,7065008.441117008
1487,Barnyard,60033466.9455584
1488,Soul Surfer,40816153.54697036
1489,"Pancho, el perro millonario",305747.9260406264
1490,The Talented Mr. Ripley,80581682.19629425
1491,Dil Dhadakne Do,5910719.638338704
1492,Chronicles,2517556.469405313
1493,The Outlaw Josey Wales,15923426.222808335
1494,That Awkward Moment,5164266.292597889
1495,Star Trek II: The Wrath of Khan,44360219.3612952
1496,National Security,8943668.615812363
1497,Kick,18888245.306547087
1498,Complete Unknown,169717.02991741954
1499,Sister Act,114780394.04406393
1500,Valentine's Day,101950554.41398518
1501,Welcome to the North,5742433.767285276
1502,Exodus: Gods and Kings,133228010.13124843
1503,Mac and Me,5587588.831919683
1504,Venus in Fur,815618.651068631
1505,Dredd,30396345.661511578
1506,Six-String Samurai,917768.0922485589
1507,Camilla,802867.9322378766
1508,Waist Deep,885403.5858282573
1509,Pure Luck,9855702.397798039
1510,2 Guns,56851110.849008694
1511,Agnivarsha: The Fire and the Rain,20482.763456021872
1512,Hotel for Dogs,57091729.19944159
1513,Juice,12720798.586518781
1514,Bee Movie,88982154.19446135
1515,Hardware,2140730.99305852
1516,5 Days of War,4125360.5079715517
1517,Turbo,76989976.39538647
1518,Dawn of the Dead,37851336.14765659
1519,Invaders from Mars,1564429.5428339445
1520,Bullitt,8303681.465518379
1521,"O Brother, Where Art Thou?",47843571.42538617
1522,Room,2743713.509172529
1523,Encounters of the Spooky Kind,2268960.090350393
1524,Management,740846.4084644743
1525,The Thieves,1067432.6857419698
1526,Death Wish 3,10129825.684988838
1527,Mississippi Grind,589652.4680460962
1528,The Program,2920473.7355933296
1529,Quartet,13486543.756911911
1530,Spellbound,3453232.129335532
1531,Hard Eight,3785971.3079675655
1532,Cruel Intentions,24819677.72086666
1533,Brown Sugar,1846514.125080568
1534,City of Ember,46150183.57276481
1535,Above the Law,13239879.371388692
1536,Big Fish & Begonia,5448731.2680926565
1537,Trumbo,17765367.78636183
1538,Hello Again,2517228.8935424737
1539,Rocky IV,96130054.40640411
1540,W.E.,6193171.391769382
1541,Sausage Party,47570012.36868094
1542,Hero,22181217.930280097
1543,Enemies: A Love Story,2876390.453077249
1544,Good Ol’ Freda,111661.94628740633
1545,The Big One,341393.0518329443
1546,What Men Talk About,1678405.1063893638
1547,I Origins,1032375.7142244027
1548,The Broadway Melody,518067.002338309
1549,The Little Rascals,3928667.065817458
1550,Pirates of the Caribbean: Dead Man's Chest,766606314.8434972
1551,GoodFellas,33884374.58568215
1552,The Other Man,3942044.116728851
1553,Despicable Me 2,356999900.0354537
1554,"Love, Wedding, Marriage",262577.782106461
1555,Bad Santa 2,28342391.580123536
1556,Seems Like Old Times,4727470.535648963
1557,The Past,2674518.5979741514
1558,PK,23925064.987033688
1559,Death Proof,81501291.13505225
1560,50/50,18804941.162856452
1561,When We Were Kings,465153.06526373146
1562,Arrival,117743376.39976788
1563,The Wounds,145175.18524408658
1564,Paperback Hero,228305.11134434608
1565,Confessions of a Teenage Drama Queen,31560143.337533817
1566,Mary Reilly,68650411.40735361
1567,Cat Ballou,8397219.440958781
1568,Cheri,5017499.859795128
1569,College,18839622.762675494
1570,The Work and the Glory II: American Zion,1118832.507556943
1571,The Tailor of Panama,23328041.017482534
1572,Fire with Fire,13646138.552062733
1573,Dallas 362,263929.09781225905
1574,Meek's Cutoff,493777.0043316662
1575,Burke & Hare,6622982.620029612
1576,Cold Creek Manor,7736170.599623182
1577,The Apparition,21770368.72866095
1578,Imperium,1802276.4449561115
1579,The Fox and the Hound,31989965.314827815
1580,The In Crowd,3514446.0518546114
1581,Black Rain,46179732.15225724
1582,Scooby-Doo,152039674.17145306
1583,White Bird in a Blizzard,1346791.07246857
1584,Fool's Gold,117985429.18516256
1585,Flawless,9214743.814823413
1586,The Campaign,5347672.5462143
1587,Allied,113986152.4288556
1588,First Sunday,1675519.8218931523
1589,Captain America: Civil War,690108114.8930651
1590,Full Metal Jacket,37261724.23481055
1591,Lawnmower Man 2: Beyond Cyberspace,4747348.849240045
1592,Naturally Native,227786.5651437977
1593,Pink Floyd: The Wall,20562499.38166433
1594,Ice Age: Continental Drift,410282800.35363394
1595,Kung Fu Panda 2,162017160.12947816
1596,Witness for the Prosecution,7280923.39676133
1597,Munich,86709676.56113443
1598,Singin' in the Rain,9313032.043966483
1599,Two of a Kind,2188056.638761409
1600,Femme Fatale,18243258.535130866
1601,The Darkness,21420910.62086818
1602,Catch That Kid,24167735.461782984
1603,The Mighty Ducks,13408924.54505264
1604,Open Season,218335470.12936056
1605,The X Files,122809795.07189004
1606,The Dead Zone,16886155.53544984
1607,Pope Joan,4549699.487665988
1608,Head Over Heels,6115776.858891787
1609,The Man from U.N.C.L.E.,154435728.23036128
1610,Dark Skies,8432989.8096597
1611,Twin Dragons,7222193.260718079
1612,The Purple Rose of Cairo,11689015.953074485
1613,Roxanne,22133630.02449684
1614,Point Blank,10503824.6416073
1615,Nasha Russia: Yaytsa sudby,377410.9540562333
1616,A Hologram for the King,16751680.499753853
1617,My Grandfather's People,195006.24556405505
1618,Notorious,5073226.379915696
1619,Drishyam,829253.418518244
1620,Horrible Bosses 2,189104088.43522078
1621,Moonstruck,15881357.46115944
1622,Pat Garrett & Billy the Kid,11685595.448322276
1623,Man Trouble,409022.9383475273
1624,Eega,8021328.130587144
1625,The Proposition,3015022.29184948
1626,Friday the 13th Part VII: The New Blood,19408487.112345595
1627,Perfect Sense,2525122.3938575177
1628,Disorderlies,3045233.284557672
1629,Prison,3419741.9773648
1630,Once Upon a Forest,3419748.9010278974
1631,Defendor,2364348.9793475787
1632,Nunca en horas de clase,779591.1690564363
1633,The Interrupters,173023.05832599965
1634,Monkey Kingdom,144528.3852159192
1635,The Blues Brothers,69355143.13748056
1636,Gleaming the Cube,5894470.650561671
1637,Margin Call,6488048.510144468
1638,The End of Poverty?,129446.27710683917
1639,Boys and Girls,27990078.323792152
1640,Shootout at Lokhandwala,5743589.246701136
1641,Ernest Goes to Camp,24135099.087204106
1642,Showtime,27229820.93048023
1643,Another Happy Day,1863541.7106334632
1644,A Violent Prosecutor,345207.1786965071
1645,Star Wars: The Force Awakens,581541343.60628
1646,Strange Invaders,1060748.0052439363
1647,The Last Waltz,917508.9611832481
1648,Star Trek: First Contact,93466314.80209771
1649,Lethal Weapon 2,88261856.56498113
1650,"See No Evil, Hear No Evil",44845640.95334165
1651,Despicable Me 3,328292238.7347745
1652,An Unforgettable Summer,141969.6776459695
1653,Ella Enchanted,26044118.760335196
1654,Sunshine,41543662.644409925
1655,Drugstore Cowboy,2315393.386333223
1656,Kiss of the Damned,543834.9555325017
1657,Serpico,18963127.89109457
1658,Before Night Falls,654231.032886787
1659,Once,3753952.58519283
1660,Critters,20105067.04287078
1661,Beowulf & Grendel,1572321.422686631
1662,BASEketball,14888538.486150771
1663,The War of the Worlds,5075976.764297193
1664,Fire in the Sky,28015749.992738422
1665,Code Name: The Cleaner,24619182.07749322
1666,Underworld: Blood Wars,73414100.00962724
1667,Roustabout,2323297.3280288954
1668,A Dark Truth,1302359.8401119085
1669,Centurion,14753780.457122516
1670,Testament,5521310.88064415
1671,Here Comes the Devil,231813.91134580647
1672,Dostana,9784501.630709834
1673,Annie Get Your Gun,4305369.240255112
1674,Wuthering Heights,3171642.0139756682
1675,Coogan's Bluff,4847645.263645856
1676,Emmanuel's Gift,110043.08706948935
1677,The Barbarian Invasions,1274515.0795380957
1678,Up the Yangtze,87024.50895663208
1679,After the Ball,315730.1265166369
1680,Fun Size,31368501.990641296
1681,"Oh, God!",5209167.541044602
1682,Wrestling Ernest Hemingway,5824254.578098001
1683,Romeo & Juliet,598767.262369607
1684,Premonition,38849814.19718462
1685,Outside Providence,2576470.863801393
1686,Swiss Army Man,6378086.0067671975
1687,The 6th Day,50228848.60857017
1688,Semi-Pro,11142146.229699265
1689,"No Retreat, No Surrender",5651375.318490475
1690,Leaves of Grass,3057597.4719220167
1691,Betsy's Wedding,20551218.68953564
1692,Rashomon,973948.1106921671
1693,Lucky You,3352843.708013889
1694,Slackers,9847374.64861498
1695,Wayne's World 2,19375035.648310713
1696,Stuck on You,72157022.80778846
1697,K2,1403270.4453041528
1698,The Tie That Binds,5309605.441087274
1699,The Day the Earth Stood Still,117091577.93819743
1700,The Other Guys,139042054.99807236
1701,Elles,1770739.3753715174
1702,Chasing Amy,9933362.679229354
1703,Poltergeist,44349194.01910925
1704,The Color Purple,49390292.964152254
1705,The Secret World of Arrietty,35310348.99454001
1706,Stateside,810504.212421498
1707,The Wizard,23108934.73158603
1708,Sunday,96660.70707866276
1709,Dark Shadows,135144500.42385316
1710,My Old Lady,14685479.986257229
1711,Mrs Palfrey at The Claremont,1143284.660356591
1712,Ocean's Twelve,202252911.08673924
1713,Calendar Girl,4417452.752884205
1714,Washington Heights,196070.60910311854
1715,(Untitled),621916.1153776646
1716,Assassination of a High School President,3556734.033556381
1717,The Green Inferno,4946729.077775212
1718,Anaconda,91643496.03311189
1719,Iron Monkey,947997.4131509671
1720,The Touch,2527016.1943695056
1721,Closer,60827226.39867708
1722,Rubber,1618164.268590865
1723,The Abyss,110357821.13982123
1724,Jem and the Holograms,13681834.470081361
1725,Roadside Prophets,5813063.74791723
1726,Death Wish 2,4424783.997350306
1727,Snow Cake,6666270.246669605
1728,Knowing,69621978.23912585
1729,Skins,131776.742134133
1730,Twin Peaks: Fire Walk with Me,22613609.13094143
1731,Gladiator,269148939.4556631
1732,Kaena: The Prophecy,235042.65268664315
1733,The Patriot,168576966.1447052
1734,Brick Mansions,20049786.833952848
1735,...And Justice for All,15511372.36810354
1736,Muppets from Space,64794059.53368274
1737,Freddie as F.R.O.7.,2464058.5101112365
1738,Entourage,70039067.53843014
1739,Tangled,349690834.13598925
1740,American: The Bill Hicks Story,165927.1502027607
1741,Zoolander 2,75657255.11488566
1742,Genius Within: The Inner Life of Glenn Gould,50645.994579136845
1743,Eddie: The Sleepwalking Cannibal,157600.01666413384
1744,The Hangover Part II,290311599.4893457
1745,The Corruptor,37649698.948209345
1746,Halloween III: Season of the Witch,19005561.471088585
1747,Step Up 3D,70530855.96903265
1748,Sunset,2900351.2221953473
1749,Fruitvale Station,2053633.9420593688
1750,Lion,10287126.441213313
1751,Gone,6006852.864588067
1752,The Big Red One,7639890.96613308
1753,Iron Man 2,573768586.1906694
1754,Tightrope,5875611.73234834
1755,Halloween: H20,53889228.77376083
1756,Tropic Thunder,100119529.99596915
1757,Coyote Ugly,66401219.20940374
1758,Waterworld,204336887.81404144
1759,Dead of Winter,2092571.3218138842
1760,Bon Cop Bad Cop,4386785.336148164
1761,McHale's Navy,6279200.35803703
1762,Call of the Wild,332389.05998486816
1763,Mission: Impossible III,311066923.24646914
1764,The Big Picture,18318499.825612094
1765,Shooter,120780403.7495756
1766,Little White Lies,15589192.076475672
1767,Hoodwinked Too! Hood VS. Evil,81162776.84224935
1768,Brainstorm,28768434.426602982
1769,Days of Thunder,64868234.313717365
1770,Leon: The Professional,40013592.58179658
1771,Only the Strong,8912840.909386383
1772,The Pick-up Artist,8962200.371357754
1773,Rollover,8364701.587040244
1774,Wedding Bell Blues,296642.7005380908
1775,Bluffmaster!,444336.33705843403
1776,Mr. & Mrs. Smith,171276367.86754754
1777,Coach Carter,64873619.561388016
1778,The ABCs of Death,834754.535749951
1779,The Pursuit of Happyness,142892611.88544312
1780,Daddy Longlegs,117479.90660769974
1781,Micmacs,12805262.320619814
1782,I Think I Love My Wife,9886599.28099023
1783,Band of the Hand,5991002.8009608695
1784,Chef,4770544.78657628
1785,Forgetting Sarah Marshall,76974449.64887348
1786,Revolutionary Road,66155234.72214687
1787,The Book of Henry,8159632.98188053
1788,The Sweeney,2758083.103118441
1789,Her,61259078.83543368
1790,The Captive,1128206.064804735
1791,The Formula,5007205.831415129
1792,Scanners,7229643.143997736
1793,So Young,32453.717549230034
1794,Laggies,1588250.3363452633
1795,The Night of the Iguana,7080959.963423906
1796,X-Men: Days of Future Past,581424553.8405262
1797,Rain Man,51869379.978142224
1798,Brubaker,21632159.476947423
1799,Teaching Mrs. Tingle,35263536.27617913
1800,Beautiful,164057.5802163934
1801,Where the Heart Is,29752806.427365396
1802,The Castle,449945.70282618026
1803,Delicacy,1745096.71330726
1804,Forks Over Knives,166750.3761126635
1805,Panic,1355428.9642698732
1806,The Breakup Guru,362933.2841023841
1807,Legend of the Fist: The Return of Chen Zhen,901234.8296610442
1808,Love Actually,72156412.2145266
1809,Gordy,113072.65299167458
1810,Rad,3444891.554538342
1811,American Reunion,121813857.0210423
1812,"Honey, I Shrunk the Kids",86875424.67690356
1813,Sällskapsresan II - Snowroller,198202.34362231597
1814,Driving Miss Daisy,27575820.36563644
1815,New Jack City,25411272.581682578
1816,Guru,8092995.414892876
1817,The Mod Squad,12261867.549373131
1818,Dhoom,3871335.095537826
1819,Love in the Time of Cholera,26983130.9830534
1820,Asoka,50637.16707229297
1821,Tiny Times 2,24046.89662305768
1822,Appointment with Death,2604286.8248514007
1823,Slumdog Millionaire,46676943.08968889
1824,E.T. the Extra-Terrestrial,32455036.345227264
1825,The Trip,2200363.081447294
1826,Secretariat,64712548.95688575
1827,The Devil's Double,11771447.313599313
1828,Chaos,11630257.861123726
1829,Mommy,5949496.097642416
1830,The Best Man Holiday,26750500.702519063
1831,Drona,4380434.520411669
1832,Overboard,13043565.87699297
1833,The Girl Who Leapt Through Time,2171990.2917848364
1834,Cinderella,12505386.785295052
1835,All Over the Guy,767778.132656614
1836,The Lego Movie,262032927.84931517
1837,Das Boot,21859771.83426577
1838,Bran Nue Dae,30606.95452452422
1839,Kung Fu Panda 3,332820224.32415044
1840,Festival in Cannes,70212.76697901376
1841,HOUBA! On the Trail of the Marsupilami,39119573.924583085
1842,The Guardian,114595033.96672583
1843,Love! Valour! Compassion!,1487942.2340513756
1844,The Ref,20112998.1685297
1845,Eureka,1473047.5471238783
1846,Kingsman: The Secret Service,372157297.87345666
1847,The Towering Inferno,33333106.358362004
1848,Mission: Impossible,225165845.43178183
1849,Sneakers,19892633.53531519
1850,Prince of Broadway,40438.40282775343
1851,The Lords of Salem,769274.1601146092
1852,Mr. Nobody,25978826.094220113
1853,Hamburger Hill,13502467.263985135
1854,House of Wax,46685961.11047448
1855,Cadillac Man,15167123.719616171
1856,God's Not Dead,23119603.949032567
1857,Shaolin,18622631.30102327
1858,Paris 36,3321901.707101037
1859,Green Lantern,219038747.59551328
1860,Lincoln,99670662.34581736
1861,Beauty and the Beast,103201455.48254402
1862,American Sniper,134107673.77462856
1863,Enough,30758198.79442596
1864,Blind Date,25749682.640226617
1865,All the Right Moves,7853907.929687491
1866,Moulin Rouge!,85169630.47903092
1867,Taxi to the Dark Side,2090687.888639863
1868,House of Fools,245121.4490485481
1869,The Collector,7266543.293922372
1870,Sliding Doors,22266861.640960004
1871,Blue Collar Comedy Tour: The Movie,417594.2687278079
1872,Surveillance,1631372.2510640305
1873,The 5th Wave,64890986.947465494
1874,Endless Love,17793070.29005307
1875,The Good German,18247340.287686788
1876,Barbershop 2:  Back in Business,58107430.28891874
1877,Absolutely Anything,2166490.648660626
1878,Momentum,5773510.037670875
1879,Coal Miner's Daughter,11643618.886407232
1880,Foxfire,661187.7312963598
1881,Playing by Heart,8152256.312462717
1882,The Butler,27189699.623251624
1883,The Avengers,81977720.53080241
1884,Thanks for Sharing,1874224.0414786206
1885,Barton Fink,27391358.14343004
1886,To Gillian on Her 37th Birthday,262564.71988426946
1887,God Bless America,2150896.1469611595
1888,Jury Duty,2702103.323506554
1889,Twelve Monkeys,68996810.65902333
1890,My Golden Days,304931.7837846443
1891,The Perfect Weapon,4316013.964458371
1892,Silver Linings Playbook,25850289.901795276
1893,Airlift,7799069.962669767
1894,No,1651959.7038033537
1895,Dr. No,17219114.01179179
1896,Kandahar,2061833.5195089136
1897,Meet Dave,113760059.4433376
1898,John Wick,97267371.1025922
1899,Charlie's Angels,138807405.53342986
1900,Reign Over Me,38453936.1399838
1901,Like Crazy,1221123.1268467908
1902,Make Your Move,994532.0366530056
1903,Knight and Day,161973458.36466405
1904,Begin Again,4932801.973881267
1905,Mooz-lum,103404.74922398452
1906,Harry Potter and the Deathly Hallows: Part 1,635724402.9067998
1907,Term Life,13465201.460465219
1908,A Nightmare on Elm Street,70262341.33401534
1909,The Secret of NIMH,37968968.777010515
1910,Detroit Rock City,13379097.056476302
1911,TEKKEN,30359185.167714044
1912,Talk Radio,7006962.330184178
1913,Oliver & Company,41661007.30489569
1914,Ultraviolet,31489745.589984916
1915,10,3174542.083325605
1916,Stay Alive,8257090.219822917
1917,Alvin and the Chipmunks,142469547.85591495
1918,Remember Me,28937847.156289596
1919,Down and Out in Beverly Hills,28810070.285371892
1920,Morning Glory,35909696.30992935
1921,Nine Months,16358285.20964693
1922,Cooties,292406.13514732587
1923,Underworld: Rise of the Lycans,54152643.05605628
1924,The Monuments Men,89682400.27397984
1925,The Painting,125930.56899153788
1926,"As Above, So Below",21292680.02453211
1927,Human Nature,10914753.17718832
1928,The Remaining,1312156.6959387325
1929,Like Father Like Son,8698152.966780059
1930,Fur: An Imaginary Portrait of Diane Arbus,9229326.676960722
1931,FairyTale: A True Story,219094.30645616128
1932,Willow,46448206.57124016
1933,Hangar 18,723372.5524238233
1934,Jurassic World,464252910.1936148
1935,Echelon Conspiracy,2348889.16472947
1936,Gerontophilia,134043.0373824431
1937,The Grifters,19107927.310388558
1938,Gloria,286556.01668012375
1939,Spring,704704.6969349638
1940,Mr. Saturday Night,8161145.927812011
1941,Last Chance Harvey,377221.2552348017
1942,Lake Placid,55747789.216025054
1943,Primal Fear,77340386.12745467
1944,The Child,753297.3149157199
1945,Winter's Bone,2121559.9587058127
1946,Parasite,850876.9002813958
1947,Music Within,962601.2290235946
1948,The Samaritan,6008034.92342218
1949,Fear and Loathing in Las Vegas,35965240.57328739
1950,The Bridges of Madison County,21703654.696309377
1951,Mongol: The Rise of Genghis Khan,13759592.053462127
1952,Riddick,59544835.69135766
1953,Black Book,11652687.622964688
1954,SLC Punk,550780.956339126
1955,The Skeleton Twins,266309.6804551152
1956,Flipped,17995567.445258223
1957,Beastmaster 2: Through the Portal of Time,5766533.304408518
1958,Manderlay,6072024.2384620765
1959,A Whole Life Ahead,4617452.694256621
1960,"I, Frankenstein",76695809.76304191
1961,Teen Witch,10354409.437222838
1962,Stalingrad,9050272.851588972
1963,The Protector 2,2686656.2698734254
1964,Antikiller 2: Antiterror,1004497.8358029299
1965,Out on a Limb,2606641.906551326
1966,Stigmata,44418166.31171042
1967,Devil in a Blue Dress,12387529.097737752
1968,Beyond the Gates of Splendor,33960.460518525644
1969,Sprung,372874.0797676344
1970,Intersection,45372132.16298308
1971,The Music Never Stopped,3308349.642512807
1972,Bicycle Thieves,1287597.8029954124
1973,Leatherheads,87607398.90663043
1974,Camp,1872388.9986517308
1975,The D Train,329139.18050870416
1976,High Fidelity,62010716.835666195
1977,Wanda Nevada,3963595.2003370035
1978,Hobo with a Shotgun,3487009.2942675753
1979,Samba,14081801.592868648
1980,House of Flying Daggers,3072161.912638966
1981,Color of Night,73627612.45091397
1982,Boy,111941.24761298537
1983,Dancer in the Dark,33177275.848031007
1984,Django Unchained,194861864.07547915
1985,House of Usher,1656636.3308687746
1986,A Christmas Tale,947592.2302252572
1987,A Driver for Vera,1322696.0584432392
1988,Silent Hill: Revelation 3D,13755219.952310443
1989,The Central Park Five,190871.63433859314
1990,Wonderland,8526879.24123149
1991,The Brothers Grimm,112089918.13153885
1992,A Letter to Momo,3122654.7709067296
1993,Pathfinder,71917166.15147294
1994,The Friends at the Margherita Cafe,180260.59995408152
1995,Brother,9812633.259451527
1996,DodgeBall: A True Underdog Story,33680658.73416638
1997,In Cold Blood,15039966.983299147
1998,Down with Love,63473453.17469132
1999,The Girl with the Dragon Tattoo,108986998.06196716
2000,Sherlock Holmes,281756425.06877714
2001,Catch Me If You Can,98578185.32578808
2002,Live and Let Die,41788932.538703576
2003,The Company Men,10663210.871777195
2004,Dogma,12900923.335063756
2005,47 Ronin,100381216.76547591
2006,Deuce Bigalow: Male Gigolo,47595374.09032775
2007,The Mummy: Tomb of the Dragon Emperor,265261224.14149258
2008,High Plains Drifter,25755166.603651423
2009,Wazir,4364989.680087914
2010,In the Land of Blood and Honey,2799008.6123500546
2011,Hard Rain,43426779.87505713
2012,Smokey and the Bandit Part 3,23604320.693177953
2013,Young Guns,44894487.55006229
2014,Les Misérables,13916475.984210588
2015,A League of Their Own,95135628.54578085
2016,Friends with Money,2915953.5796032334
2017,Pumpkinhead,11230687.25377151
2018,The Replacement Killers,40224779.99882393
2019,"Love, Rosie",1285780.6227910891
2020,Last Train Home,75495.3043466674
2021,Do the Right Thing,23799162.807604987
2022,Superman: Unbound,1811643.4045630742
2023,Serenity,77922101.72062433
2024,Snipes,577253.083973033
2025,The Out-of-Towners,83662486.50416751
2026,Memoirs of an Invisible Man,30134144.37264217
2027,The Big Lebowski,43872673.5242607
2028,Upside Down,25935634.427128047
2029,West Side Story,22666553.59749165
2030,High Security Vacation,2073888.942120445
2031,Land of the Lost,110296226.02987558
2032,Mrs. Brown's Boys D'Movie,2326085.7700057738
2033,Lookin' to Get Out,1902981.6406041975
2034,Belizaire the Cajun,639708.182490179
2035,Hamlet,10002234.786435395
2036,Getaway,21490250.502500657
2037,The Croods,401521617.5424562
2038,Blackfish,333465.652382617
2039,The Infiltrator,19825218.70411773
2040,A Fish Called Wanda,22407836.83430634
2041,Matinee,14716697.716761015
2042,Trance,11690869.693794537
2043,Sex and the City 2,230687151.5478112
2044,The Angels' Share,969603.6369389137
2045,Guinevere,3320193.5565092624
2046,Killer of Sheep,1175183.509756526
2047,The River Rat,598417.8906538372
2048,The Rum Diary,56812856.04278596
2049,The Informer,377717.5845539383
2050,Rise of the Guardians,109481994.64874664
2051,Con Air,110202136.19722739
2052,Lock Up,15932560.237163749
2053,How to Lose a Guy in 10 Days,26923955.334197335
2054,Sling Blade,8700937.941860039
2055,Naruto Shippuden the Movie: Road to Ninja,5519809.929450354
2056,Waxwork,6830027.95434851
2057,The Young Messiah,2282068.0773576917
2058,Set It Off,24275476.105494674
2059,Escape Plan,94963514.7730009
2060,Triple 9,20403423.298950505
2061,Requiem,1108504.0686344982
2062,15,163729.72863908307
2063,Repo Men,60695440.019587815
2064,The Words,2696064.438503624
2065,Lagaan: Once Upon a Time in India,9516823.569321858
2066,Death at a Funeral,25320425.890234966
2067,The Graduate,13206438.94331798
2068,True Grit,63681219.78093832
2069,Elite Squad: The Enemy Within,5595822.8526401315
2070,Disclosure,88440295.46009846
2071,L.A. Confidential,74441332.15553573
2072,Final Analysis,6919887.958118868
2073,Suspicion,2121891.0907942187
2074,The House of Mirth,2719609.1008877205
2075,Losing Isaiah,39322268.42861764
2076,Forces of Nature,93939359.14005747
2077,Secret Admirer,6496880.736140566
2078,200 Cigarettes,4245308.5432251245
2079,"Yours, Mine & Ours",80632984.95449536
2080,The International,22054712.251136884
2081,Convoy,11522787.545371396
2082,Black and White,520366.5470944366
2083,Dragonslayer,7742295.818392587
2084,Lucky Island,303015.34125660226
2085,Shaft in Africa,9496000.563636087
2086,The Hollywood Knights,2425853.7619865034
2087,Bully,5032486.353615747
2088,Serena,658615.5985443131
2089,Ondine,4720580.613037835
2090,Frailty,5234453.4394035805
2091,It's a Boy Girl Thing,16517796.835248118
2092,Dark Water,42285682.16190185
2093,Inherent Vice,55514018.243952304
2094,Timeline,92320376.46609882
2095,King Solomon's Mines,26535989.421683505
2096,American Strays,275196.42800705327
2097,Ok Jaanu,132630.67827355294
2098,Silenced,3247934.7149619525
2099,Pay the Ghost,644678.5724532958
2100,Slam Dance,769247.168152015
2101,The 51st State,1278715.8589432416
2102,Sherrybaby,461895.748505553
2103,Something Borrowed,19352674.642652057
2104,Martha Marcy May Marlene,1078578.6146801622
2105,The Quiet,852630.3020792147
2106,I Give It a Year,5964118.409712178
2107,American Dreamz,19288257.44766806
2108,Cine Holliúdy,158434.59565453805
2109,Slap Shot,30186508.985265397
2110,Chicken Run,58321152.99784816
2111,Vanishing on 7th Street,3222458.802811731
2112,Spoon,143800.78968791073
2113,Marnie,12528523.63859548
2114,Go Go Tales,1293400.872915727
2115,The Silencers,7155428.835290338
2116,Saving Private Ryan,142482826.02351964
2117,The Express,24911002.996467423
2118,Duniyadari,99704.7451323253
2119,"SuperManager, or Hack of the Fate",351385.5834531208
2120,Café Society,24411718.644676514
2121,Paper Towns,41707133.816263504
2122,"Planes, Trains and Automobiles",18462188.239358563
2123,Houseguest,4829015.99362391
2124,Dragon: The Bruce Lee Story,17476267.748656303
2125,Elle,4264533.608137224
2126,American Psycho,19069797.224156406
2127,Trois,116355.0935086969
2128,Bommarillu,625484.5421080061
2129,Rebound,28527329.119696043
2130,Jackie,16727200.434067497
2131,Deception,29053735.47921309
2132,Dracula,94000438.8559074
2133,ParaNorman,68028819.09764554
2134,Unbreakable,111074999.63444692
2135,Liberal Arts,896971.2883020113
2136,White Chicks,73720193.85054803
2137,7Aum Arivu,11095594.223589879
2138,Eagle Eye,127863633.04929005
2139,Straight Outta Compton,118524523.6134947
2140,Bugsy,29206958.302874666
2141,Road to Perdition,121926654.97443935
2142,Letters from Iwo Jima,64783398.24226021
2143,The Untouchables,52462640.6947774
2144,The Last Picture Show,15668672.932702346
2145,Carnal Knowledge,2049280.5744600303
2146,The Long Riders,3119346.687563454
2147,Harold & Kumar Go to White Castle,33179224.14094924
2148,The Stanford Prison Experiment,869466.7649499769
2149,Independence Day: Resurgence,381737062.206902
2150,Bolt,177012308.7398972
2151,Office Christmas Party,58668478.06734405
2152,The Magic of Belle Isle,1498389.3410977519
2153,Selena,26930899.123184707
2154,Indru Netru Naalai,828647.0237204235
2155,Harry Potter and the Prisoner of Azkaban,647588165.7642024
2156,The Diary of a Teenage Girl,2089290.2230977612
2157,The Interceptor,1944335.9957966274
2158,Are We There Yet?,104342174.84422314
2159,The Longest Yard,23874112.480505332
2160,March of the Penguins,6326779.655661621
2161,Get Rich or Die Tryin',78189678.19227268
2162,X-Men,83297276.61683671
2163,Mary Kom,138433.11027869518
2164,Wild Things,44241611.63115005
2165,Immortals,66246019.40214887
2166,Walker,572476.5144244098
2167,Greenberg,2071766.3355777524
2168,Night Shift,12802340.09150537
2169,Night of the Living Dead,11233092.457414707
2170,Awake,45027405.47547317
2171,Keeping Mum,4367033.035346573
2172,City of Angels,62432646.25979534
2173,The Heartbreak Kid,56628010.33266935
2174,The Boost,1221976.7882367151
2175,Fort Apache,5512642.218073213
2176,Blade Runner,113967963.29135047
2177,Edge of Tomorrow,291212459.4668926
2178,Krazzy 4,28272.05242144706
2179,Bachelor Party,14546677.619972724
2180,I Like It Like That,890034.0782637588
2181,Premium Rush,19466550.80049242
2182,The Virginity Hit,1249288.51301008
2183,Troll,6746842.393877421
2184,Still Smokin,5947951.662818336
2185,Russian Ark,1715402.592363868
2186,Vipers Nest,1436225.15164176
